name,bug,vector1,vector2,vector3,vector4,vector5,vector6,vector7,vector8,vector9,vector10,vector11,vector12,vector13,vector14,vector15,vector16,vector17,vector18,vector19,vector20,vector21,vector22,vector23,vector24,vector25,vector26,vector27,vector28,vector29,vector30,vector31,vector32,vector33,vector34,vector35,vector36,vector37,vector38,vector39,vector40
org.apache.log4j.helpers.ISO8601DateFormat,0,0.015314698219299316,-0.016108712181448936,-0.016911378130316734,0.00634739687666297,-0.00405954709276557,-0.015162819996476173,0.023748021572828293,-0.012825367040932178,-0.016385242342948914,-0.00029971302137710154,-0.006753569934517145,0.0011110007762908936,-0.008843645453453064,-0.0010483264923095703,-0.0017715394496917725,0.0020570517517626286,0.020487044006586075,-0.014341768808662891,-0.004148819949477911,0.013929018750786781,0.02042030170559883,-0.011107581667602062,0.022463584318757057,0.020634163171052933,-0.011088055558502674,0.0007577628130093217,0.010686228051781654,-0.009815800003707409,-0.013899913057684898,-0.016280805692076683,-0.001676845597103238,-0.0007398038869723678,0.01115771196782589,-0.006185135338455439,-0.0004315227270126343,0.006154689006507397,0.012168997898697853,-7.702111906837672e-05,-0.015848523005843163,-0.02315201796591282
org.apache.log4j.xml.Transform,0,0.012918824329972267,0.010149409994482994,0.01633070409297943,0.014695277437567711,0.0002558648702688515,-0.020858246833086014,-0.005425619892776012,0.02268756926059723,-0.012699896469712257,0.0025222599506378174,0.012186753563582897,-0.017320025712251663,0.020477185025811195,0.0036836147774010897,0.006069374270737171,0.020769372582435608,0.0036415637005120516,0.00222412939183414,-0.02356034517288208,0.024656062945723534,-0.024665122851729393,0.021376585587859154,0.012631615623831749,-0.00014140903658699244,-0.019683292135596275,0.023354146629571915,-0.0034450949169695377,0.013366570696234703,-0.007574432995170355,-0.012262159958481789,0.0004099816142115742,-0.020075490698218346,-0.016602972522377968,-0.023638376966118813,0.01337479054927826,0.0010725200409069657,-0.0022894651629030704,0.012748044915497303,-0.004925849847495556,-0.018461907282471657
org.apache.log4j.helpers.AppenderAttachableImpl,0,-0.01740901730954647,-0.006146279163658619,-0.02005734108388424,0.018751319497823715,0.015318539924919605,0.013146174140274525,0.020944643765687943,-0.0017413317691534758,-0.023281821981072426,0.022789165377616882,-0.01232134085148573,0.019619975239038467,0.013834649696946144,-0.002697691321372986,-0.019160538911819458,-0.0036495060194283724,0.0156338419765234,-0.017415206879377365,0.0036052404902875423,-0.019879644736647606,0.021803369745612144,-0.007139471359550953,0.023593256250023842,-0.014270186424255371,-0.024294311180710793,-0.021569758653640747,-0.010187086649239063,0.01177398581057787,-0.000604847096838057,0.023058781400322914,0.007773035671561956,0.009369418025016785,0.007490873336791992,0.02037162147462368,-0.00599178671836853,0.018518347293138504,-0.02384178340435028,0.007302716374397278,-0.0017041743267327547,0.0011306435335427523
org.apache.log4j.helpers.DateLayout,0,0.006425443105399609,0.0021163225173950195,-0.006348601076751947,0.02339417114853859,0.006893771700561047,0.01023912150412798,-0.0029573380015790462,0.0022612600587308407,0.016560768708586693,-0.001816251897253096,0.008353769779205322,-0.001680052257142961,0.013120993971824646,0.009099835529923439,0.006456324364989996,-0.013274732045829296,-0.011770251207053661,0.010770055465400219,-0.01476792711764574,-0.0004505157412495464,-0.0015837907558307052,0.008733108639717102,-0.02110566571354866,0.02204308472573757,-0.0036218613386154175,-0.013327318243682384,0.01013617217540741,-0.00483872601762414,-0.01941370591521263,-0.01124199666082859,-0.0009693175670690835,-0.022366181015968323,0.0014264077180996537,0.0061044842004776,-0.008063182234764099,0.006426000501960516,0.006201994605362415,0.024970540776848793,0.0035762637853622437,0.005051344633102417
org.apache.log4j.Layout,0,-0.016250064596533775,-0.0018726855050772429,-0.005907553248107433,0.017038797959685326,0.023091480135917664,-0.002274397062137723,0.0035320608876645565,0.0050508915446698666,-0.00504949688911438,-0.020085852593183517,0.018602624535560608,-0.010744753293693066,0.011441295966506004,0.02272425964474678,0.00760805606842041,0.007846975699067116,0.010154572315514088,-0.0067530423402786255,0.009561923332512379,0.0008440584060736,0.014066779986023903,0.013743427582085133,0.0045727998949587345,0.014373516663908958,-0.022420194000005722,0.016398394480347633,0.023064980283379555,-0.010517868213355541,0.004018875770270824,-0.01308470405638218,0.002645546104758978,0.006925421766936779,0.020401841029524803,0.001360032008960843,0.00639264564961195,0.0032443373929709196,0.021006306633353233,-0.014269256964325905,-0.01565457507967949,-0.009068796411156654
org.apache.log4j.net.SyslogAppender,1,-0.011174472980201244,-0.021278074011206627,0.0035094439517706633,-0.021545490249991417,-0.024791639298200607,-0.020504062995314598,-0.01693166419863701,0.016701463609933853,0.009461390785872936,0.0008904159185476601,-0.007394954562187195,-0.018570801243185997,0.0013335465919226408,0.0012497305870056152,0.0004890471464022994,0.002131488872691989,0.001965826842933893,-0.00017040074453689158,-0.020017635077238083,-0.014675682410597801,-0.020957279950380325,-0.003280106233432889,0.004551592282950878,0.01854282058775425,-0.004908567760139704,-0.005813228897750378,0.023717885836958885,0.00019926131062675267,-0.006011304445564747,0.021512117236852646,0.006717509124428034,-0.01335993129760027,0.01647026464343071,0.01127538364380598,-0.017636168748140335,-0.0008079350227490067,0.0020862161181867123,0.014368394389748573,-0.004294136073440313,-0.007016324903815985
org.apache.log4j.net.DefaultEvaluator,0,0.015046942047774792,0.006587577052414417,0.019248584285378456,0.015984605997800827,0.019856426864862442,0.021643515676259995,-0.02473938837647438,-0.016889262944459915,0.0033439367543905973,0.01610075868666172,0.018434539437294006,0.013792452402412891,0.019154062494635582,-0.01281392015516758,0.016461024060845375,-0.01027093268930912,-0.022638356313109398,0.02285419963300228,0.0033285110257565975,-0.006899198982864618,-0.006194606423377991,-0.01055119652301073,0.01203084271401167,0.0110005559399724,-0.006633406970649958,-0.01835470274090767,-0.008914628997445107,-0.0008415371412411332,0.015239730477333069,-0.007093346212059259,-0.0003022372839041054,0.002199315931648016,-0.017739122733473778,0.005162504501640797,-0.003581058932468295,0.007005372550338507,0.012105554342269897,-0.003380048321560025,-0.006950357463210821,0.01934661902487278
org.apache.log4j.test.DefaultInit,0,-0.010244077071547508,0.01416808646172285,-0.0010350197553634644,-0.009992045350372791,-0.018762558698654175,-0.015684157609939575,0.017109179869294167,0.015804778784513474,0.0004111051675863564,0.015979330986738205,0.009637445211410522,0.009585341438651085,0.006694495677947998,-0.02429356798529625,0.023152213543653488,-0.020511487498879433,-0.0075163813307881355,0.0035652280785143375,0.013119700364768505,-0.023025235161185265,0.004233899526298046,0.015896249562501907,-0.021894266828894615,0.023888200521469116,-0.01304447092115879,0.023878931999206543,-0.016316434368491173,0.01648230478167534,0.023406481370329857,-0.0230686217546463,0.0007263213628903031,-0.01932791993021965,0.020321616902947426,0.023944973945617676,-0.01513102650642395,0.0021071850787848234,-0.005601433105766773,-0.019390827044844627,0.0020487636793404818,-0.024760067462921143
org.apache.log4j.Dispatcher,0,-0.0005937129026278853,0.01054794155061245,0.005285364575684071,0.024989554658532143,0.0015737026697024703,-0.013661066070199013,-0.002949231769889593,0.005176329519599676,-0.008432671427726746,-0.01961691677570343,-0.013998153619468212,-0.016875168308615685,0.015883317217230797,0.009806391783058643,0.02053884044289589,0.01629916951060295,-0.015319600701332092,0.006789878010749817,0.02118031308054924,0.003989142365753651,0.007670572493225336,0.014531535096466541,-0.022098427638411522,0.02281186915934086,0.017048707231879234,0.02127610705792904,-0.020565655082464218,0.015438849106431007,0.016572678461670876,-0.003394105937331915,-0.015734663233160973,0.013316700235009193,-0.0171489454805851,-0.013308385387063026,0.008779224939644337,0.020202431827783585,0.02173173427581787,-0.011013287119567394,-0.022971924394369125,0.024019235745072365
org.apache.log4j.performance.ConcatVsArray,0,-0.02200423553586006,0.024313252419233322,-0.016294246539473534,-0.017515873536467552,0.004066309425979853,-0.0016817956930026412,-0.021285301074385643,-0.0015312253963202238,-0.0008957982063293457,-0.015667904168367386,0.014367124065756798,0.007936197333037853,0.02100108191370964,0.01849614642560482,-0.016603460535407066,0.011965733952820301,0.014234313741326332,0.014445600099861622,0.013015287928283215,-0.011955234222114086,0.010790037922561169,0.003294882131740451,0.00017464160919189453,-0.016140401363372803,0.003807961940765381,0.013162082061171532,-0.023027682676911354,0.021517783403396606,0.007482007145881653,-9.96202215901576e-05,-0.008409535512328148,0.0009000689024105668,0.015210670419037342,0.011931720189750195,-0.014880219474434853,0.019684210419654846,-0.0015959322918206453,-0.02039831504225731,0.0221719928085804,0.012677649036049843
